,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity,UNP US Equity,UPS US Equity,CSX US Equity,FDX US Equity,NSC US Equity,LUV US Equity,DAL US Equity,ODFL US Equity,KSU US Equity,EXPD US Equity,CHRW US Equity,JBHT US Equity,UAL US Equity,AAL US Equity,ALK US Equity
17/7/2020 2:30,71.235,106.02,103.95,26.64,55.42,6.55,74.7409,13.9899,11.5969,14.39,86.56,176.25,119,70.66,165.64,182.5,34.02,27.14,179.91,157.14,79.035,85.55,131.38,34.09,12.325,37.001
17/7/2020 3:00,71.58,106.47,104.33,26.7,55.63,6.59,74.7105,13.9499,11.61,14.42,86.56,176.995,119.51,71.03,166.65,182.88,34.1801,27.2984,180.68,157.8,79.32,85.81,132.32,34.44,12.405,37.32
17/7/2020 3:30,71.57,106.31,104.49,26.74,55.69,6.58,74.7105,13.9499,11.58,14.41,86.56,176.86,119.76,71.07,166.17,182.96,34.215,27.27,180.97,158.43,79.14,85.91,132.55,34.49,12.45,37.28
17/7/2020 4:00,71.57,106.31,104.46,26.74,55.69,6.58,74.8256,13.9307,11.58,14.41,86.56,176.87,119.74,71.07,166.1,182.92,34.21,27.26,180.97,158.42,79.14,85.91,132.55,34.49,12.45,37.28
17/7/2020 21:30,71.9,106.32,105.03,27.03,55.92,6.68,74.8256,14.04,11.6725,14.33,86.5609,179.88,119.67,71.81,166.48,185.88,34.34,27.5,185.26,161.619,79.55,86.06,136.62,34.71,12.38,37.21
17/7/2020 22:00,71.62,106.04,105.206,26.9,55.9901,6.565,74.8256,13.92,11.585,14.2777,86.555,178.72,119.36,71.54,165.923,185.92,34.02,27.14,184.71,159.84,79.83,86.165,136.71,34.175,12.18,36.9152
17/7/2020 22:30,71.79,106.41,105.62,27.0197,56.005,6.59,74.8256,13.92,11.566,14.3,86.569,178.93,119.1,71.83,166.23,186.19,34.0987,27.2617,184.81,158.42,79.51,86.17,136.52,34.23,12.1699,37.103
17/7/2020 23:00,71.79,106.55,105.63,27.04,56.265,6.57,75.2922,13.905,11.58,14.32,86.57,180.05,119.055,72.02,166.04,187,34.025,27.2,186.15,157.55,79.64,86.265,136.675,34.13,12.105,37.04
17/7/2020 23:30,71.87,106.655,105.79,27.085,56.1401,6.56,75.2922,13.905,11.59,14.34,86.56,180.57,119.32,72.15,165.815,187.34,33.931,27.07,186.44,157.73,79.74,86.34,136.875,33.76,11.965,36.84
18/7/2020 0:00,71.98,106.74,105.8,27.085,56.1697,6.56,75.2922,13.9,11.62,14.335,86.5665,181.29,119.47,72.06,165.92,187.36,33.89,27.085,186.29,157.42,79.86,86.55,136.82,33.845,12.01,36.83
18/7/2020 0:30,71.86,106.61,105.78,27.07,56.135,6.55,75.2922,13.92,11.61,14.29,86.565,181.16,119.25,71.81,165.16,187.44,33.84,26.94,185.955,158.7,79.56,86.6485,137.04,33.62,11.935,36.71
18/7/2020 1:00,71.945,106.61,105.8,27.1,56.0129,6.555,75.2922,13.885,11.598,14.32,86.565,181.185,119.35,71.85,165.3,187.42,34.02,27.0673,185.17,160.25,79.52,86.385,135.91,33.89,12.03,36.86
18/7/2020 1:30,71.92,106.5,105.84,27.14,56.025,6.5299,75.2922,13.87,11.5661,14.3,86.565,181.54,119.068,71.93,165.175,187.85,33.995,27.11,185.43,159.8,79.415,86.41,136.445,33.8,12.0525,36.85
18/7/2020 2:00,71.9875,106.805,106.04,27.19,56.025,6.51,75.2922,13.875,11.62,14.34,86.565,181.78,119.1,72.11,165.45,187.96,33.87,27.01,185.95,161.15,79.59,86.435,137.08,33.565,12.015,36.65
18/7/2020 2:30,71.925,106.91,106.03,27.215,56.06,6.5,75.2922,13.875,11.5863,14.32,86.57,181.51,118.781,72.1,165.29,188.24,33.865,27.01,185.82,159.93,79.54,86.31,137.115,33.61,11.925,36.73
18/7/2020 3:00,72.065,106.995,106.169,27.2577,56.14,6.5331,75.2922,13.88,11.625,14.32,86.565,182.165,118.93,72.28,165.97,188.795,34.005,27.155,186.25,159.92,79.71,86.44,137.105,33.904,12.005,36.985
18/7/2020 3:30,72,106.83,105.89,27.23,56.19,6.51,75.2922,13.89,11.61,14.36,86.58,181.25,118.55,72.16,165.99,188.29,34.13,27.05,186.43,160.23,79.63,86.28,136.82,33.92,11.91,37.02
18/7/2020 4:00,72,106.83,105.89,27.23,56.1891,6.51,75.32,13.89,11.61,14.36,86.58,181.25,118.55,72.16,165.98,188.25,34.13,27.05,186.43,160.3,79.63,86.28,136.82,33.92,11.91,37
20/7/2020 21:30,71.06,107.37,105.85,26.9,55.431,6.49,75.32,13.94,11.51,14.33,86.58,177.775,117.17,71.1,163.43,185.67,33.41,26.62,185.56,156.6,79.04,85.895,135,33.17,11.5975,36.2299
20/7/2020 22:00,71.17,108.1,106.21,26.94,55.36,6.54,75.32,13.94,11.47,14.35,86.563,178.22,118.06,71.29,164.29,186.16,33.26,26.49,187.165,156.13,79.72,86.3,134.98,33.115,11.64,36.01
20/7/2020 22:30,71.15,108.12,106.125,26.8806,55.52,6.56,75.32,13.9,11.515,14.41,86.56,178.14,117.86,71.32,163.68,185.73,33.21,26.4,186.76,156.37,79.62,86.06,136.645,32.91,11.585,36.08
20/7/2020 23:00,71.08,108.36,105.98,26.79,55.52,6.56,75.32,13.9,11.54,14.46,86.569,177.97,117.89,71.53,163.94,185.72,33.03,26.36,187.375,157.145,79.7,86.12,137.087,32.7099,11.51,35.981
20/7/2020 23:30,71.1,108.535,105.7,26.76,55.325,6.59,75.32,13.89,11.5399,14.42,86.56,177.61,117.98,71.42,164.02,185.75,32.97,26.2607,186.635,156.215,79.67,86.04,136.48,32.6599,11.4925,35.73
21/7/2020 0:00,71,108.39,105.76,26.73,55.13,6.56,75.32,13.79,11.52,14.4001,86.56,177.21,118.08,71.345,163.694,185.38,32.87,26.14,187.217,155.095,79.52,85.84,135.66,32.35,11.405,35.69
21/7/2020 0:30,71.02,108.6,105.8,26.72,55.06,6.55,75.32,13.795,11.535,14.4,86.55,176.434,118.28,71.16,163.71,184.69,33.01,26.2369,187.43,154.21,79.54,85.85,135.66,32.335,11.425,35.94
21/7/2020 1:00,71.12,108.685,105.81,26.74,55.14,6.53,75.32,13.8,11.56,14.4,86.5556,177.3,118.17,71.285,163.8,185.47,33.325,26.3884,187.38,155.175,79.51,85.77,135.5,32.71,11.49,36.1555
21/7/2020 1:30,71.31,108.87,105.89,26.85,55.2999,6.515,75.32,13.8,11.57,14.3846,86.56,177.37,118.35,71.39,163.97,185.69,33.32,26.43,187.125,155.09,79.44,85.685,135.45,32.79,11.495,36.2219
21/7/2020 2:00,71.155,109.08,105.775,26.79,55.1604,6.49,75.32,13.8,11.5239,14.39,86.555,177.17,117.81,71.325,163.424,185.725,33.1459,26.31,187.1,155.81,79.215,85.3,135.13,32.5135,11.43,36.025
21/7/2020 2:30,71.1,109.19,105.723,26.77,55.1516,6.49,75.32,13.67,11.5,14.39,86.555,177.07,117.85,71.185,163.285,185.11,33.085,26.245,186.99,155.44,79.15,85.15,134.38,32.39,11.405,35.94
21/7/2020 3:00,71.26,109.515,106.06,26.8,55.191,6.5,75.32,13.68,11.5699,14.405,86.55,177.6,118.54,71.565,164.17,185.82,33.065,26.2085,187.64,156.21,79.585,85.36,134.41,32.235,11.38,35.97
21/7/2020 3:30,71.12,109.52,105.87,26.73,55.26,6.48,75.32,13.64,11.56,14.44,86.56,177.39,118.34,71.56,164.14,186.17,32.97,26.21,187.59,156.13,79.42,85.3,134.4,32.33,11.47,35.88
21/7/2020 4:00,71.12,109.56,105.87,26.73,55.25,6.48,75.32,13.64,11.56,14.44,86.56,177.39,118.35,71.56,164.13,186.17,32.98,26.22,187.59,156.07,79.42,85.3,134.4,32.33,11.47,35.89
21/7/2020 21:30,72.23,109.74,106.41,27.03,55.6,6.75,75.32,14,11.66,14.6,86.56,178.66,119.22,71.69,166.58,187.04,34.13,26.875,186.88,156.18,79.3,85.59,133.91,33.55,11.685,36.66
21/7/2020 22:00,71.88,109.37,106.23,27.09,55.6,6.74,75.32,14.125,11.585,14.5699,86.57,179.25,119.4,71.86,166.33,187.96,33.5,26.5,186.94,156.37,79.47,85.52,133.42,32.82,11.415,36.01
21/7/2020 22:30,72.21,109.22,106.33,27.13,55.74,6.77,75.35,14.1198,11.5657,14.58,86.56,180.04,120.23,72.38,167.22,188.54,33.53,26.42,188.33,157.595,79.91,85.91,133.76,32.6966,11.305,35.93
21/7/2020 23:00,72.42,109.17,106.07,27.087,55.74,6.83,75.35,14.1198,11.645,14.6201,86.569,180.16,119.44,72.5,166.489,189.325,33.95,26.67,188.37,157.97,80.04,85.95,133.59,33.3517,11.4652,36.39
21/7/2020 23:30,72.53,108.79,106.09,27.07,55.96,6.82,75.35,14.19,11.6407,14.6101,86.56,180.07,119.76,72.37,166.92,189.445,34.035,26.85,187.98,157.26,80.17,85.77,133.6,33.7501,11.575,36.655
22/7/2020 0:00,72.43,108.77,106.33,27.04,55.7504,6.7965,75.35,14.1983,11.6587,14.62,86.5716,179.6,120.02,72.27,166.81,188.79,33.8077,26.67,188.05,157.25,80.23,86.04,133.48,33.28,11.485,36.355
22/7/2020 0:30,72.41,108.91,106.34,27.0799,55.8551,6.85,75.855,14.1983,11.67,14.6313,86.58,179.43,119.87,72.18,166.67,188.32,33.885,26.805,188.325,157.03,80.25,86.07,133.51,33.505,11.565,36.63
22/7/2020 1:00,72.33,108.955,106.3,27.1,55.8723,6.86,75.855,14.1983,11.68,14.64,86.57,179.35,119.815,72.23,166.265,187.96,33.69,26.68,188.64,156.965,80.15,85.945,133.74,33.28,11.48,36.38
22/7/2020 1:30,72.26,109.19,106.21,27.09,55.8723,6.84,75.855,14.1983,11.65,14.645,86.575,179.53,119.65,72.25,165.95,187.74,33.605,26.6301,188.62,156.57,80.41,85.99,133.95,33.09,11.46,36.265
22/7/2020 2:00,72.17,109.34,106.24,26.99,55.8723,6.82,75.855,14.17,11.58,14.6899,86.5711,179.177,119.235,72.18,165.54,187.18,33.55,26.5417,188.46,156.31,80.25,85.83,133.49,32.97,11.465,36.27
22/7/2020 2:30,72.18,109.17,106.2,26.94,55.7399,6.86,75.7752,14.245,11.62,14.6899,86.565,178.9,119.44,72.19,165.83,187.16,33.695,26.72,187.77,156.1,80.11,85.72,132.7,33.31,11.565,36.36
22/7/2020 3:00,72.03,108.605,105.805,26.9698,55.59,6.81,75.7752,14.2443,11.69,14.6553,86.569,178.435,118.94,72.16,165.16,187.02,33.515,26.5,187.34,155.64,79.83,85.64,132.38,32.87,11.465,36.13
22/7/2020 3:30,72.06,108.46,105.8,27,55.55,6.83,75.7752,14.18,11.68,14.66,86.58,178.68,119.04,72.43,165.57,187.18,33.6,26.4206,187.44,156.07,79.86,85.58,133.03,33.07,11.47,36.21
22/7/2020 4:00,72.06,108.46,105.8,27,55.55,6.83,75.6789,14.18,11.68,14.66,86.58,178.66,119.04,72.43,165.5,187.18,33.62,26.43,187.44,156.08,79.86,85.58,133.03,33.07,11.47,36.2
22/7/2020 21:30,72.285,109.39,106.36,26.93,55.53,6.71,75.25,14.05,11.68,14.405,86.575,180.215,118.44,73.02,164.81,189.12,33.4731,26.34,189.21,157.42,79.9,85.79,134.435,32.32,11.45,36.8
22/7/2020 22:00,72.31,109.14,106.14,26.9431,55.66,6.69,75.25,13.985,11.67,14.4394,86.58,179.66,118.48,73.23,164.2,189.425,33.44,26.5584,188.86,157.565,79.69,85.66,133.635,32.8003,11.415,36.975
22/7/2020 22:30,72.62,108.73,105.87,27.1309,55.57,6.74,75.25,13.99,11.75,14.448,86.5702,179.74,118.32,73.67,164.215,190.68,33.495,26.625,187.25,157.21,79.4,85.04,132.8,32.95,11.49,37.07
22/7/2020 23:00,72.49,108.98,106.09,27.22,55.431,6.715,75.25,13.99,11.79,14.47,86.5734,179.555,117.96,73.47,163.87,190.28,33.33,26.535,187.74,157.728,79.47,84.8262,131.31,32.44,11.3897,36.765
22/7/2020 23:30,72.465,109.01,106.3,27.2948,55.42,6.69,75.25,13.92,11.765,14.48,86.56,179.26,118.59,73.35,164.351,189.875,33.195,26.3581,187.84,157.35,79.55,85,132.48,32.07,11.3881,36.61
23/7/2020 0:00,72.48,109.105,106.568,27.31,55.46,6.715,75.25,13.93,11.74,14.495,86.56,179.357,118.82,73.175,164.3,189.415,33.2287,26.355,188.38,157.19,79.69,85.55,133.25,31.9155,11.32,36.585
23/7/2020 0:30,72.58,108.97,106.48,27.405,55.415,6.75,75.25,14.0072,11.75,14.48,86.57,179.05,118.705,73.16,164.2,189.47,33.39,26.355,188.04,156.725,79.595,85.31,132.37,32.095,11.325,36.635
23/7/2020 1:00,72.59,108.795,106.69,27.35,55.33,6.76,75.25,14.01,11.7638,14.48,86.5679,178.71,118.36,73.215,164.212,189.81,33.31,26.33,187.85,156.825,79.52,85.12,132.415,31.98,11.345,36.57
23/7/2020 1:30,72.37,108.52,106.115,27.35,55.25,6.73,75.25,14.01,11.72,14.44,86.56,178.03,118.37,73.05,164.27,189.225,33.365,26.2899,186.93,156.47,79.47,85.08,132.615,31.89,11.335,36.43
23/7/2020 2:00,72.49,108.79,106.42,27.46,55.19,6.75,75.25,14,11.76,14.435,86.565,178.29,118.73,73.28,164.915,189.6,33.41,26.32,187.13,156.12,79.455,85.12,132.61,31.9099,11.35,36.505
23/7/2020 2:30,72.53,108.81,106.41,27.47,55.14,6.77,75.25,14.05,11.7686,14.4546,86.57,178.05,118.81,73.1,164.97,188.65,33.47,26.32,186.11,155.78,79.48,85.09,132,32.04,11.3681,36.46
23/7/2020 3:00,72.635,108.9,106.54,27.41,55.19,6.75,75.25,14.06,11.7837,14.4546,86.57,179.02,118.937,73.115,165.055,188.76,33.46,26.325,186.13,156.1,79.44,85.23,132.27,31.9038,11.375,36.35
23/7/2020 3:30,72.64,109.36,106.75,27.43,55.12,6.76,75.25,14.06,11.82,14.47,86.57,179.44,118.72,73.26,165.08,189.07,33.29,26.25,186.25,156.26,79.51,85.2,132.16,31.67,11.36,36.29
23/7/2020 4:00,72.64,109.33,106.75,27.43,55.12,6.76,75.25,14.0422,11.82,14.47,86.57,179.38,118.72,73.26,165.14,189.08,33.3,26.25,186.25,156.36,79.51,85.2,132.16,31.67,11.36,36.3
23/7/2020 21:30,72.67,109.3,107.28,27.4,54.88,6.755,75.25,13.94,11.92,14.5501,86.57,176.4,118.935,71.9,166.63,188.03,32.655,26.235,187.5,154.92,79.58,85.46,132.6,31.795,11.1298,35.245
23/7/2020 22:00,72.55,108.98,107.22,27.48,54.92,6.72,75.25,13.86,11.83,14.54,86.57,175.5,118.74,71.69,166.69,187.11,32.315,26.25,186.83,155.15,79.85,85.122,132.98,31.9,11.16,35.15
23/7/2020 22:30,72.5864,108.9,107.2,27.45,55,6.7295,75.25,13.86,11.785,14.5942,86.57,174.965,118.79,71.91,166.85,186.8,32.29,26.455,187.17,155.2,80.01,85.03,132.95,32.47,11.31,35.4653
23/7/2020 23:00,72.81,109.03,107.34,27.51,55.2,6.73,75.25,13.86,11.8001,14.59,86.56,174.47,119.044,72.02,167.115,187.5,32.865,26.7,187.26,156.3,80.27,85.045,133.12,32.8838,11.7081,36.295
23/7/2020 23:30,72.92,108.85,107.265,27.57,55.43,6.77,75.25,13.86,11.783,14.61,86.56,174.895,119.074,71.81,167.13,188,33.2562,26.8484,187.48,156.48,80.415,85.32,133.13,33.175,11.8,36.53
24/7/2020 0:00,72.97,108.08,107.2,27.595,55.59,6.79,75.6562,13.86,11.815,14.595,86.565,173.935,118.635,71.63,166.68,187.74,33.755,27.315,187.19,155.92,80.29,85.07,132.65,34.22,12.15,37.29
24/7/2020 0:30,72.84,107.83,107.21,27.583,55.63,6.775,75.6562,13.86,11.83,14.595,86.565,173.73,118.56,71.31,166.435,186.41,33.6,27.235,185.92,155.22,80.17,85.145,131.74,34.2993,12.0819,37.14
24/7/2020 1:00,72.85,107.63,106.92,27.55,55.56,6.78,75.7789,13.86,11.83,14.63,86.565,173.51,118.59,71.46,165.81,186.51,33.755,27.33,185.81,155.08,80.09,85.19,131.76,34.08,12.2281,37.28
24/7/2020 1:30,72.62,106.97,106.71,27.53,55.13,6.72,75.7789,13.86,11.78,14.605,86.57,174.115,118.52,71.43,165.47,186.87,33.126,26.88,185.12,155.06,80.23,85.04,132.23,33.3462,11.835,36.81
24/7/2020 2:00,72.32,106.5,106.39,27.4,55.03,6.7,75.7789,13.85,11.74,14.57,86.565,173.96,118.087,71.45,165.105,186.875,33,26.7901,184.14,154.54,80.06,84.92,131.56,33.12,11.845,36.76
24/7/2020 2:30,72.47,106.7,106.53,27.42,55.28,6.72,75.7789,13.85,11.78,14.555,86.57,173.8,118.36,71.44,165.75,186.72,33.13,26.98,184.72,154.735,80.37,85.18,131.94,33.53,11.9481,36.97
24/7/2020 3:00,72.3,106.34,106.29,27.415,55.16,6.715,75.7789,13.85,11.7307,14.565,86.57,174.44,118.32,71.1405,165.59,186.33,32.96,26.7847,184.97,154.83,80.44,85.315,131.93,33.17,11.8,36.52
24/7/2020 3:30,72.42,106.49,106.27,27.44,55.21,6.75,75.7789,13.98,11.84,14.54,86.57,175,118.14,71.53,166,187.06,32.8,26.78,184.12,155.05,80.39,85.23,131.47,33.23,11.77,36.67
24/7/2020 4:00,72.42,106.49,106.27,27.44,55.21,6.75,75.3994,13.98,11.84,14.54,86.57,175,118.14,71.53,165.99,186.98,32.79,26.78,184.12,155.13,80.39,85.23,131.47,33.23,11.77,36.67
24/7/2020 21:30,72.535,104.42,105.4,27.52,54.775,6.735,75.3994,13.93,11.7,14.42,86.57,175.82,118.66,72.33,165.44,188.03,31.975,26.215,182.71,155.64,80.405,85.68,131.355,32.715,11.39,35.5
24/7/2020 22:00,72.44,105.17,105.15,27.4802,54.9414,6.743,75.3994,13.93,11.69,14.5,86.5765,175.76,119.185,72.2,166.7,186.82,31.943,26.22,182.68,156.06,80.55,86.07,131.66,32.73,11.525,35.38
24/7/2020 22:30,72.37,105.67,105.11,27.4314,55.12,6.75,75.3994,13.93,11.6601,14.49,86.57,176.66,119.36,72.1,166.44,187.35,32.16,26.3937,183.8,156.15,80.55,86.14,131.87,33.3543,11.6965,35.4
24/7/2020 23:00,72.06,105.82,105.06,27.327,54.9701,6.7,75.3994,13.9016,11.65,14.42,86.575,176.71,118.7,71.76,165.3,186.98,31.845,26.16,183.425,155.55,80.41,85.935,131.81,32.85,11.525,35.25
24/7/2020 23:30,71.975,105.71,105.03,27.3,54.8877,6.71,75.3994,13.9016,11.63,14.42,86.575,176.46,118.585,71.55,165.49,186.88,31.96,26.16,183.06,155.56,80.4,86.07,131.3,32.9099,11.5277,35.32
25/7/2020 0:00,72.02,105.345,104.92,27.31,54.8877,6.711,75.3994,13.9016,11.64,14.43,86.56,176.614,118.785,71.6899,165.34,187.43,31.97,26.1774,182.5,155.28,80.42,86.315,130.82,32.9313,11.48,35.195
25/7/2020 0:30,71.925,104.94,104.79,27.26,54.89,6.7163,75.3994,13.8907,11.62,14.4328,86.565,176.66,118.575,71.55,164.99,187.88,31.91,26.095,182.6,155.46,80.375,86.25,130.83,32.74,11.4201,35.1718
25/7/2020 1:00,71.86,104.95,104.77,27.18,54.89,6.6931,75.3994,13.8309,11.6199,14.42,86.565,176.45,118.19,71.45,164.45,187.2,31.7068,25.96,182.62,155.3,80.305,86.04,130.87,32.5934,11.38,34.89
25/7/2020 1:30,71.8,105.32,104.78,27.17,54.68,6.6901,75.3994,13.87,11.62,14.43,86.565,176.09,118.15,71.41,165.14,186.98,31.735,25.975,182.475,155.07,80.23,86.07,130.89,32.72,11.4,34.715
25/7/2020 2:00,71.95,105.645,105.13,27.2015,54.62,6.72,75.3994,13.8881,11.6101,14.41,86.56,176.36,118.58,71.49,165.3,187.48,31.735,26.029,182.815,155.21,80.29,85.98,131.17,32.74,11.41,34.82
25/7/2020 2:30,71.825,105.27,105.03,27.23,54.69,6.71,75.3994,13.8546,11.61,14.44,86.565,176.24,118.35,71.44,165.54,187.49,31.61,25.96,182.79,155.04,80.31,86.05,131,32.74,11.38,34.98
25/7/2020 3:00,71.73,104.99,104.85,27.16,54.605,6.69,74.19,13.8546,11.62,14.435,86.565,176.12,118.115,71.39,164.93,187.075,31.6,25.96,182.685,154.58,80.135,85.93,130.59,32.75,11.375,34.9435
25/7/2020 3:30,71.84,105.25,105.1,27.25,54.68,6.68,74.15,13.8374,11.6125,14.45,86.58,176.2,118.38,71.34,165.04,187.08,31.66,25.97,182.24,154.74,80.19,86.07,130.79,32.88,11.39,35.07
25/7/2020 4:00,71.84,105.2,105.1,27.25,54.6743,6.68,74.121,13.8594,11.6125,14.45,86.58,176.12,118.35,71.34,165.04,187.01,31.66,25.96,182.24,154.7,80.19,86.07,130.79,32.88,11.39,35.06
27/7/2020 21:30,71.95,106.5,105.82,26.93,55.03,6.67,74.68,13.76,11.59,14.5,86.57,176.94,118.855,71.79,165.23,189.075,31.73,25.985,183.635,155.87,80.56,87.18,131.23,33.39,11.7319,35.245
27/7/2020 22:00,72.22,106.22,106.015,26.7822,55.03,6.71,74.68,13.7856,11.595,14.4895,86.565,177.82,119.76,72.12,166.99,189.805,31.8,26.0617,185.18,156.93,80.64,87.77,132.09,33.2348,11.65,35.29
27/7/2020 22:30,72.07,106.42,105.89,26.85,55.1499,6.69,74.68,13.7856,11.59,14.53,86.57,178.83,120.085,71.96,168.455,190.265,31.64,25.912,185.3,157.565,80.775,87.85,132.38,33.0434,11.435,34.945
27/7/2020 23:00,71.995,105.94,105.71,26.9,54.875,6.64,74.575,13.755,11.6044,14.53,86.57,177.72,121.52,71.7602,168.44,189.64,31.4,25.7,184.63,156.4,80.86,87.86,131.73,32.64,11.285,34.44
27/7/2020 23:30,72.01,106.12,105.611,26.9,54.9059,6.595,74.575,13.755,11.59,14.53,86.565,176.875,121.3,71.74,168.2,189.6,31.29,25.535,184.29,156.26,80.81,87.66,131.445,32.395,11.245,34.38
28/7/2020 0:00,72.115,106.165,105.779,26.87,54.855,6.615,74.5729,13.755,11.5699,14.5522,86.565,177.175,121.555,71.72,169.35,190.4,31.375,25.56,185.38,156.72,80.835,88.01,131.7,32.33,11.26,34.46
28/7/2020 0:30,72.07,106.44,105.785,26.86,54.83,6.63,74.5729,13.724,11.5253,14.54,86.56,177.12,121.265,71.54,169.685,190.45,31.415,25.59,185,156.585,80.695,87.97,131.06,32.3513,11.2681,34.48
28/7/2020 1:00,72.01,106.625,105.96,26.9007,54.7921,6.645,74.46,13.724,11.54,14.539,86.55,176.304,121.25,71.21,170.105,189.675,31.485,25.5883,185.01,156.18,80.8112,88.175,130.975,32.3601,11.2799,34.48
28/7/2020 1:30,72.01,106.6,105.86,26.96,54.81,6.6489,74.74,13.724,11.5,14.54,86.555,176.475,121.185,71.3,169.792,189.57,31.52,25.52,184.91,156.075,80.84,88.17,130.75,32.425,11.225,34.48
28/7/2020 2:00,71.93,106.8,105.81,26.88,54.795,6.64,74.74,13.724,11.52,14.555,86.5543,176.41,120.785,71.31,169.82,189.27,31.36,25.4,184.995,156.14,80.87,88.01,130.69,32.14,11.205,34.07
28/7/2020 2:30,71.88,106.53,105.71,26.8189,54.791,6.63,74.74,13.724,11.47,14.55,86.555,176.39,120.865,71.25,170.25,189.9,31.385,25.42,185.3,156.26,80.955,88.1,130.7,32.14,11.215,33.95
28/7/2020 3:00,72.045,106.915,105.955,26.81,54.84,6.64,74.74,13.7357,11.47,14.56,86.56,177.22,121.01,71.5,170.36,189.81,31.475,25.51,185.415,156.56,80.99,87.92,130.63,32.3,11.2789,34.09
28/7/2020 3:30,72.12,106.86,105.94,26.9,54.891,6.65,74.74,13.7357,11.48,14.53,86.55,176.83,121.01,71.59,170.64,189.93,31.54,25.49,185.29,156.49,81.08,87.7,130.35,32.42,11.39,34.15
28/7/2020 4:00,72.14,106.86,105.89,26.9,54.9543,6.65,74.74,13.7262,11.48,14.53,86.55,176.82,121.01,71.59,170.64,189.93,31.53,25.5,185.29,156.49,81.08,87.7,130.35,32.42,11.39,34.15
28/7/2020 21:30,71.85,105.95,105.661,27.1,54.7296,6.6,74.74,13.77,11.5,14.595,86.58,175.15,120.21,70.42,169.13,187.195,32.03,25.66,185.045,154.67,80.545,88.2,129.61,33.045,11.5399,34.34
28/7/2020 22:00,71.9,106.228,106.36,27.271,54.81,6.63,74.74,13.8,11.5,14.59,86.58,176.33,120.11,70.73,168.88,187.11,32.11,25.7116,185.825,155.055,80.52,88.1601,130.2,33.16,11.5829,34.44
28/7/2020 22:30,71.895,106.41,106.14,27.33,54.531,6.625,74.74,13.795,11.46,14.63,86.58,175.73,119.98,70.47,168.3,186.73,32.04,25.77,185,154.59,80.08,87.37,128.88,33.11,11.56,34.575
28/7/2020 23:00,72,106.39,106.075,27.43,54.531,6.58,74.74,13.8001,11.5,14.63,86.58,175.46,119.445,70.4,168.21,186.29,32.09,25.785,184.135,154.78,79.89,87.63,128.62,32.975,11.545,34.79
28/7/2020 23:30,72.038,106.34,106.28,27.37,54.5903,6.585,74.74,13.8,11.5144,14.67,86.575,175.7,119.35,70.35,167.54,185.93,32.26,25.895,184.025,155.045,79.73,87.49,128.45,33.125,11.605,34.85
29/7/2020 0:00,72.03,106.39,106.11,27.29,54.5837,6.54,74.74,13.8,11.54,14.67,86.58,175.53,119.5,70.28,167.52,185.81,32.255,25.97,183.92,154.74,79.81,87.49,128.55,33.2499,11.6825,34.84
29/7/2020 0:30,72.075,106.56,106.14,27.27,54.591,6.575,74.74,13.8,11.56,14.7,86.575,175.61,119.73,70.555,167.62,186.29,32.3099,26.035,184.115,155.025,79.8618,87.49,128.38,33.305,11.7719,35
29/7/2020 1:00,72.011,106.62,106.24,27.345,54.76,6.56,74.74,13.8,11.545,14.68,86.575,175.615,120.01,70.67,167.73,186.275,32.2135,25.945,184.48,155.45,79.9418,87.62,129.135,33.215,11.655,34.84
29/7/2020 1:30,72.17,106.765,106.28,27.37,54.76,6.55,74.74,13.8,11.5621,14.6827,86.575,176.13,120.19,70.81,168.01,186.25,32.395,26.0445,184.39,155.78,80.04,87.85,129.32,33.4801,11.74,35.2
29/7/2020 2:00,72.04,106.42,106.19,27.32,54.76,6.5501,74.74,13.755,11.5601,14.69,86.575,175.677,120.02,70.585,167.42,186.53,32.56,26.21,183.9,155.485,79.82,87.82,128.725,33.8455,11.895,35.325
29/7/2020 2:30,72.03,106.34,106.25,27.42,54.78,6.55,74.74,13.75,11.5835,14.685,86.57,175.205,120.27,70.605,167.44,186.64,32.5,26.19,182.915,155.57,79.86,87.97,128.695,33.8113,11.8994,35.4
29/7/2020 3:00,71.8793,105.91,106.05,27.35,54.6955,6.5101,74.74,13.75,11.5434,14.6314,86.575,174.545,119.93,70.27,167.395,185.89,32.3695,26.07,182.405,155.29,79.72,87.7,127.98,33.665,11.86,35.03
29/7/2020 3:30,71.64,105.61,105.76,27.26,54.6955,6.5,74.74,13.7391,11.6,14.67,86.57,174.37,119.61,70.1,166.94,185.1,32.3,25.92,182.4,154.86,79.45,87.15,127.98,33.46,11.77,34.99
29/7/2020 4:00,71.64,105.61,105.77,27.26,54.3662,6.5,74.74,13.7226,11.6,14.67,86.57,174.41,119.62,70.1,166.93,185.1,32.29,25.94,182.4,154.86,79.45,87.15,127.98,33.46,11.77,35
29/7/2020 21:30,72.085,106.33,106.498,27.33,54.9301,6.535,74.74,13.7226,11.509,14.665,86.575,177.27,122.268,71.52,169.35,190.355,31.9176,25.8193,185.005,156.85,83.25,96.99,130.66,33.0399,11.625,34.781
